ncloc,code_smells,violations,blocker_violations,critical_violations,major_violations,complexity,cognitive_complexity,sqale_index_minutes,code_smells_per_kloc,violations_per_kloc,technical_debt_minutes_per_kloc,complexity_per_kloc,cognitive_complexity_per_kloc,blocker_violations_per_kloc,critical_violations_per_kloc,major_violations_per_kloc,sqale_index_minutes_per_kloc,Estado
13621170.0,181347.0,192106.0,11414.0,60875.0,55508.0,1989183.0,2329237.0,1834305.0,13.313614028750834,14.10348743903791,0,146.036133459901,171.0012429181928,0.8379603220575031,4.469146189350842,4.075127173363228,134.6657445726028,Pré-Commit
14088324.0,185069.0,196193.0,11531.0,62564.0,56232.0,2055465.0,2398452.0,1884483.0,13.136338999585757,13.925929017532534,0,145.89847592942922,170.24395520716303,0.8184791888659005,4.4408405144572205,3.9913903172584617,133.76204295131203,Pós-Commit
